Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
"Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",6553.713,6575.822,6870.525,7337.069,7973.083,8482.461,8945.519,10543.523,10920.282000000001,10981.752,11433.577999999998,12266.311
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,27.672,28.685000000000002,30.360000000000003,33.222,33.650999999999996,35.989,36.566,37.141,38.30500000000001,39.690000000000005,40.205,40.338
Millones de pesos a precios corrientes|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,89.462,87.81700000000001,92.694,97.098,100.379,106.283,108.58200000000001,107.923,109.935,112.774,120.96600000000001,129.529
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales,41657.253,46536.366,47437.523,52414.842,59998.32,55643.129,56566.204,61759.131,65614.168,66306.206,73952.409,70080.163
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración federal,27491.887,31530.36,31576.824,35085.808,40635.642,35888.001000000004,34170.688,37641.436,40234.965,40526.437000000005,46738.252,42269.82
Millones de pesos a precios corrientes|Total cultura|Gestión pública en actividades culturales|Administración estatal,14165.366,15006.006000000001,15860.699,17329.034,19362.678,19755.128,22395.516,24117.695,25379.203,25779.769,27214.157,27810.343
Millones de pesos a precios corrientes|Total cultura|Asociaciones y organizaciones civiles,318.953,337.771,337.149,345.768,379.586,370.351,388.127,387.023,378.144,392.246,640.689,658.111
Millones de pesos a precios corrientes|Total cultura|Producción cultural de los hogares,75350.594,73202.688,81088.262,90372.234,96214.211,100466.317,104569.344,113083.892,126548.309,138786.157,151452.898,157603.685
Estructura porcentual|Total cultura,100,100,100,100,100,100,100,100,100,100,100,100
Estructura porcentual|Total cultura|Subtotal de bienes y servicios,83.535,83.666,83.268,82.382,81.945,82.286,82.178,81.734,80.73,80.763,80.22,80.456
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos,42.102,41.13,41.505,42.254,42.32,42.847,43.549,44.625,45.671,46.114,45.793,45.585
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes,17.239,16.796,16.69,17.363,17.293,17.234,17.396,18.207,18.711,18.905,18.683,19.133
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Artesanías,12.621,12.082,12.641,12.874,13.267,13.491,13.651,14.254,14.823,15.215,15.307,15.612
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Aparatos y películas fotográficas,0.03,0.025,0.019,0.021,0.018,0.016,0.017,0.016,0.014,0.012,0.01,0.012
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Equipo de audio y de video,2.308,2.517,2.011,2.477,1.929,1.807,1.839,1.943,1.814,1.589,1.474,1.737
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Equipo de transmisión y recepción de señales de radio, televisión y comunicación inalámbrica",0.324,0.23,0.189,0.162,0.175,0.184,0.201,0.318,0.397,0.47,0.444,0.455
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Instrumentos musicales,0.123,0.135,0.136,0.151,0.144,0.145,0.15,0.157,0.163,0.164,0.162,0.16
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Libros, periódicos y revistas",1.817,1.792,1.679,1.662,1.743,1.574,1.524,1.502,1.483,1.44,1.27,1.141
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Ropa artística, típica y otros",0.016,0.015,0.016,0.017,0.017,0.016,0.015,0.016,0.016,0.016,0.015,0.015
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios,24.863,24.334,24.814,24.892,25.028,25.613,26.153,26.418,26.96,27.209,27.11,26.452
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Bibliotecas,0.023,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.024,0.024,0.025
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cantantes, grupos musicales, artistas, escritores y técnicos independientes",2.541,2.413,2.49,2.551,2.59,2.713,2.773,2.77,2.904,2.981,2.964,2.988
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cine,1.937,1.899,2.076,2.132,2.315,2.51,2.629,2.822,3.144,3.178,3.097,3.411
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Compañías de teatro, danza y grupos de espectáculos artísticos",0.02,0.021,0.021,0.021,0.021,0.021,0.022,0.021,0.021,0.021,0.02,0.021
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Edición de libros, periódicos, revistas y otros materiales",2.77,2.573,2.518,2.538,2.487,2.427,2.391,2.363,2.287,2.164,1.959,1.733
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Educación artística y cultural,1.038,1.053,1.062,1.068,1.075,1.125,1.172,1.152,1.176,1.169,1.198,1.249
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Espectáculos deportivos,0.791,0.778,0.793,0.747,0.742,0.768,0.791,0.83,0.922,0.908,0.949,1.018
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Fotografía,0.616,0.575,0.581,0.569,0.553,0.528,0.542,0.539,0.556,0.542,0.582,0.578
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Música, radio y otros servicios",1.345,1.365,1.411,1.405,1.366,1.425,1.51,1.565,1.649,1.613,1.581,1.556
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Museos,0.072,0.068,0.07,0.07,0.076,0.079,0.075,0.076,0.08,0.081,0.078,0.077
