Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Equipo de transmisión y recepción de señales de radio, televisión y comunicación inalámbrica",0.036,0.035,0.025,0.025,0.021,0.019,0.022,0.03,0.027,0.028,0.029,0.03
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Instrumentos musicales,0.011,0.012,0.011,0.011,0.011,0.011,0.01,0.011,0.011,0.01,0.01,0.01
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Libros, periódicos y revistas",0.11,0.107,0.095,0.093,0.094,0.084,0.079,0.076,0.072,0.069,0.064,0.059
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Bienes|Ropa artística, típica y otros",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NS
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios,0.76,0.802,0.77,0.738,0.728,0.744,0.728,0.722,0.696,0.684,0.674,0.658
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Bibliotecas,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cantantes, grupos musicales, artistas, escritores y técnicos independientes",0.082,0.083,0.08,0.078,0.078,0.082,0.08,0.079,0.078,0.078,0.076,0.077
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Cine,0.06,0.063,0.064,0.063,0.067,0.073,0.073,0.077,0.081,0.08,0.077,0.085
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Compañías de teatro, danza y grupos de espectáculos artísticos",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Edición de libros, periódicos, revistas y otros materiales",0.088,0.087,0.08,0.077,0.074,0.072,0.068,0.066,0.06,0.055,0.05,0.044
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Educación artística y cultural,0.029,0.032,0.03,0.029,0.028,0.03,0.03,0.028,0.027,0.027,0.027,0.028
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Espectáculos deportivos,0.025,0.026,0.025,0.023,0.022,0.023,0.023,0.023,0.024,0.023,0.024,0.026
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios característicos|Servicios|Fotografía,0.02,0.019,0.018,0.017,0.016,0.016,0.015,0.015,0.015,0.014,0.015,0.015
