Descriptores,2008|Total,2008|Usuario/Beneficiario|Total de residentes,2008|Usuario/Beneficiario|Hogares,2008|Usuario/Beneficiario|ISFL,2008|Usuario/Beneficiario|Total de gobierno,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2008|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2008|Usuario/Beneficiario|Sociedades no financieras,2008|Usuario/Beneficiario|Total no residentes,2009|Total,2009|Usuario/Beneficiario|Total de residentes,2009|Usuario/Beneficiario|Hogares,2009|Usuario/Beneficiario|ISFL,2009|Usuario/Beneficiario|Total de gobierno,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2009|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2009|Usuario/Beneficiario|Sociedades no financieras,2009|Usuario/Beneficiario|Total no residentes,2010|Total,2010|Usuario/Beneficiario|Total de residentes,2010|Usuario/Beneficiario|Hogares,2010|Usuario/Beneficiario|ISFL,2010|Usuario/Beneficiario|Total de gobierno,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2010|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2010|Usuario/Beneficiario|Sociedades no financieras,2010|Usuario/Beneficiario|Total no residentes,2011|Total,2011|Usuario/Beneficiario|Total de residentes,2011|Usuario/Beneficiario|Hogares,2011|Usuario/Beneficiario|ISFL,2011|Usuario/Beneficiario|Total de gobierno,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2011|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2011|Usuario/Beneficiario|Sociedades no financieras,2011|Usuario/Beneficiario|Total no residentes,2012|Total,2012|Usuario/Beneficiario|Total de residentes,2012|Usuario/Beneficiario|Hogares,2012|Usuario/Beneficiario|ISFL,2012|Usuario/Beneficiario|Total de gobierno,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2012|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2012|Usuario/Beneficiario|Sociedades no financieras,2012|Usuario/Beneficiario|Total no residentes,2013|Total,2013|Usuario/Beneficiario|Total de residentes,2013|Usuario/Beneficiario|Hogares,2013|Usuario/Beneficiario|ISFL,2013|Usuario/Beneficiario|Total de gobierno,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2013|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2013|Usuario/Beneficiario|Sociedades no financieras,2013|Usuario/Beneficiario|Total no residentes,2014|Total,2014|Usuario/Beneficiario|Total de residentes,2014|Usuario/Beneficiario|Hogares,2014|Usuario/Beneficiario|ISFL,2014|Usuario/Beneficiario|Total de gobierno,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2014|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2014|Usuario/Beneficiario|Sociedades no financieras,2014|Usuario/Beneficiario|Total no residentes,2015|Total,2015|Usuario/Beneficiario|Total de residentes,2015|Usuario/Beneficiario|Hogares,2015|Usuario/Beneficiario|ISFL,2015|Usuario/Beneficiario|Total de gobierno,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2015|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2015|Usuario/Beneficiario|Sociedades no financieras,2015|Usuario/Beneficiario|Total no residentes,2016|Total,2016|Usuario/Beneficiario|Total de residentes,2016|Usuario/Beneficiario|Hogares,2016|Usuario/Beneficiario|ISFL,2016|Usuario/Beneficiario|Total de gobierno,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2016|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2016|Usuario/Beneficiario|Sociedades no financieras,2016|Usuario/Beneficiario|Total no residentes,2017|Total,2017|Usuario/Beneficiario|Total de residentes,2017|Usuario/Beneficiario|Hogares,2017|Usuario/Beneficiario|ISFL,2017|Usuario/Beneficiario|Total de gobierno,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal,2017|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal,2017|Usuario/Beneficiario|Sociedades no financieras,2017|Usuario/Beneficiario|Total no residentes,2018|Total<P>,2018|Usuario/Beneficiario|Total de residentes<P>,2018|Usuario/Beneficiario|Hogares<P>,2018|Usuario/Beneficiario|ISFL<P>,2018|Usuario/Beneficiario|Total de gobierno<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2018|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2018|Usuario/Beneficiario|Sociedades no financieras<P>,2018|Usuario/Beneficiario|Total no residentes<P>,2019|Total<P>,2019|Usuario/Beneficiario|Total de residentes<P>,2019|Usuario/Beneficiario|Hogares<P>,2019|Usuario/Beneficiario|ISFL<P>,2019|Usuario/Beneficiario|Total de gobierno<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno federal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno estatal<P>,2019|Usuario/Beneficiario|Niveles de gobierno|Gobierno municipal<P>,2019|Usuario/Beneficiario|Sociedades no financieras<P>,2019|Usuario/Beneficiario|Total no residentes<P>
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,224520.482,224433.203,213848.948,NA,1919.356,1919.356,NA,NA,8664.9,87.279,231833.262,231755.959,223252.473,NA,2295.851,2295.851,NA,NA,6207.635,77.303,237301.253,237232.892,228757.254,NA,2306.65,2306.65,NA,NA,6168.987,68.361,242963.907,242894.035,233186.017,NA,2633.974,2633.974,NA,NA,7074.044,69.872,278085.575,277996.28,269139.771,NA,2822.464,2822.464,NA,NA,6034.044,89.295,292258.129,292145.009,284750.407,NA,2774.068,2774.068,NA,NA,4620.534,113.12,295891.322,295766.938,287918.926,NA,3385.089,3385.089,NA,NA,4462.923,124.384,342115.552,341968.655,332342.277,NA,3824.065,3824.065,NA,NA,5802.313,146.897,377915.529,377739.479,368291.961,NA,4024.63,4024.63,NA,NA,5422.888,176.05,411549.275,411369.107,402680.279,NA,3555.994,3555.994,NA,NA,5132.834,180.168,425432.756,425255.175,416076.632,NA,3615.708,3615.708,NA,NA,5562.835,177.581,442306.662,442115.686,433241.91,NA,3168.628,3168.628,NA,NA,5705.147,190.976
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,18504.874,18449.788,18166.778,NA,NA,NA,NA,NA,283.01,55.086,16674.829,16629.469,16262.59,NA,NA,NA,NA,NA,366.879,45.36,17731.212,17695.246,16989.109,NA,22.018,22.018,NA,NA,684.119,35.966,19375.163,19339.329,18645.949,NA,89.501,89.501,NA,NA,603.879,35.834,22572.266,22516.04,21011.394,NA,235.648,235.648,NA,NA,1268.998,56.226,23631.983,23553.256,22310.485,NA,205.711,205.711,NA,NA,1037.06,78.727,24016.772,23926.231,22935.368,NA,374.097,374.097,NA,NA,616.766,90.541,26880.337,26766.901,25786.469,NA,417.544,417.544,NA,NA,562.888,113.436,30838.127,30695.986,29641.504,NA,425.652,425.652,NA,NA,628.83,142.141,32875.992,32729.839,31661.239,NA,459.449,459.449,NA,NA,609.151,146.153,33027.119,32882.659,31790.413,NA,414.996,414.996,NA,NA,677.25,144.46,35710.375,35550.901,34623.542,NA,172.918,172.918,NA,NA,754.441,159.474
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,137125.361,137125.361,137125.361,NA,NA,NA,NA,NA,NA,NA,150938.829,150938.829,150938.829,NA,NA,NA,NA,NA,NA,NA,148789.355,148789.355,148789.355,NA,NA,NA,NA,NA,NA,NA,146010.942,146010.942,146010.942,NA,NA,NA,NA,NA,NA,NA,179430.044,179430.044,179430.044,NA,NA,NA,NA,NA,NA,NA,192935.752,192935.752,192935.752,NA,NA,NA,NA,NA,NA,NA,200088.39,200088.39,200088.39,NA,NA,NA,NA,NA,NA,NA,235722.871,235722.871,235722.871,NA,NA,NA,NA,NA,NA,NA,275313.288,275313.288,275313.288,NA,NA,NA,NA,NA,NA,NA,303860.223,303860.223,303860.223,NA,NA,NA,NA,NA,NA,NA,314092.351,314092.351,314092.351,NA,NA,NA,NA,NA,NA,NA,335346.663,335346.663,335346.663,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,14149.544,14149.544,10495.973,NA,88.631,88.631,NA,NA,3564.94,NA,10649.806,10649.806,8525.329,NA,81.392,81.392,NA,NA,2043.085,NA,12909.658,12909.658,10498.398,NA,83.217,83.217,NA,NA,2328.043,NA,15252.768,15252.768,12490.341,NA,76.263,76.263,NA,NA,2686.164,NA,14482.627,14482.627,12040.904,NA,98.103,98.103,NA,NA,2343.62,NA,14465.036,14465.036,12788.762,NA,84.769,84.769,NA,NA,1591.505,NA,15187.864,15187.864,13468.899,NA,84.472,84.472,NA,NA,1634.493,NA,18781.575,18781.575,16092.255,NA,76.45,76.45,NA,NA,2612.87,NA,17784.179,17784.179,15173.323,NA,69.391,69.391,NA,NA,2541.465,NA,16849.51,16849.51,14479.426,NA,63.403,63.403,NA,NA,2306.681,NA,16121.154,16121.154,13629.637,NA,65.528,65.528,NA,NA,2425.989,NA,14551.949,14551.949,12337.303,NA,67.593,67.593,NA,NA,2147.053,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,35265.418,35265.418,34359.132,NA,NA,NA,NA,NA,906.286,NA,37180.86,37180.86,36597.644,NA,NA,NA,NA,NA,583.216,NA,41741.017,41741.017,40921.667,NA,5.081,5.081,NA,NA,814.269,NA,45455.137,45455.137,44241.214,NA,20.655,20.655,NA,NA,1193.268,NA,44391.217,44391.217,43357.482,NA,54.383,54.383,NA,NA,979.352,NA,44613.078,44613.078,43728.283,NA,47.474,47.474,NA,NA,837.321,NA,42835.838,42835.838,41766.736,NA,86.334,86.334,NA,NA,982.768,NA,46367.433,46367.433,44981.416,NA,96.361,96.361,NA,NA,1289.656,NA,39784.116,39784.116,38867.835,NA,98.232,98.232,NA,NA,818.049,NA,43291.122,43291.122,42253.768,NA,106.032,106.032,NA,NA,931.322,NA,45554.407,45554.407,44232.27,NA,95.773,95.773,NA,NA,1226.364,NA,40143.329,40143.329,38588.22,NA,39.906,39.906,NA,NA,1515.203,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,12686.358,12654.165,9623.573,NA,NA,NA,NA,NA,3030.592,32.193,9736.72,9704.777,7379.127,NA,NA,NA,NA,NA,2325.65,31.943,9203.155,9170.76,7685.089,NA,NA,NA,NA,NA,1485.671,32.395,9434.172,9400.134,7763.442,NA,NA,NA,NA,NA,1636.692,34.038,9679.204,9646.135,9255.531,NA,NA,NA,NA,NA,390.604,33.069,9549.616,9515.223,9502.274,NA,NA,NA,NA,NA,12.949,34.393,6103.608,6069.765,6061.782,NA,NA,NA,NA,NA,7.983,33.843,5950.221,5916.76,5910.87,NA,NA,NA,NA,NA,5.89,33.461,5839.557,5805.648,5801.144,NA,NA,NA,NA,NA,4.504,33.909,7461.146,7427.131,7420.825,NA,NA,NA,NA,NA,6.306,34.015,8672.235,8639.114,8632.919,NA,NA,NA,NA,NA,6.195,33.121,8965.084,8933.582,8924.294,NA,NA,NA,NA,NA,9.288,31.502
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,927.717,927.717,32.945,NA,14.7,14.7,NA,NA,880.072,NA,943.337,943.337,38.191,NA,16.341,16.341,NA,NA,888.805,NA,904.453,904.453,31.942,NA,15.626,15.626,NA,NA,856.885,NA,1005.588,1005.588,35.989,NA,15.558,15.558,NA,NA,954.041,NA,1099.612,1099.612,34.12,NA,14.022,14.022,NA,NA,1051.47,NA,1186.535,1186.535,31.946,NA,12.89,12.89,NA,NA,1141.699,NA,1266.108,1266.108,29.919,NA,15.276,15.276,NA,NA,1220.913,NA,1379.729,1379.729,32.67,NA,16.05,16.05,NA,NA,1331.009,NA,1478.695,1478.695,32.028,NA,16.627,16.627,NA,NA,1430.04,NA,1320.802,1320.802,25.555,NA,15.873,15.873,NA,NA,1279.374,NA,1262.129,1262.129,20.27,NA,14.822,14.822,NA,NA,1227.037,NA,1309.887,1309.887,18.48,NA,12.245,12.245,NA,NA,1279.162,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,5861.21,5861.21,4045.185750267493,NA,1816.0246418389188,1816.0246418389188,NA,NA,NA,NA,5708.881,5708.881,3510.762766976241,NA,2198.1181965548917,2198.1181965548917,NA,NA,NA,NA,6022.403,6022.403,3841.694130022701,NA,2180.7083926233427,2180.7083926233427,NA,NA,NA,NA,6430.137,6430.137,3998.139727960894,NA,2431.9968264804597,2431.9968264804597,NA,NA,NA,NA,6430.605,6430.605,4010.2962224177963,NA,2420.308427832866,2420.308427832866,NA,NA,NA,NA,5876.129,5876.129,3452.90503285823,NA,2423.2238293273003,2423.2238293273003,NA,NA,NA,NA,6392.742,6392.742,3567.8322400876677,NA,2824.9099490035424,2824.9099490035424,NA,NA,NA,NA,7033.386,7033.386,3815.725675683688,NA,3217.6601767498737,3217.6601767498737,NA,NA,NA,NA,6877.567,6877.567,3462.8391386845606,NA,3414.72797185352,3414.72797185352,NA,NA,NA,NA,5890.48,5890.48,2979.242750017365,NA,2911.237446731981,2911.237446731981,NA,NA,NA,NA,6703.361,6703.361,3678.771682926547,NA,3024.5890326509775,3024.5890326509775,NA,NA,NA,NA,6279.375,6279.375,3403.4084913213555,NA,2875.9661473887245,2875.9661473887245,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías,128619.665,118401.694,94914.665,NA,2858.553,2858.553,NA,NA,20628.476,10217.971,121066.619,110812.554,88441.505,NA,2716.314,2716.314,NA,NA,19654.735,10254.065,130420.285,120515.887,96489.56,NA,2956.113,2956.113,NA,NA,21070.214,9904.398,130073.126,120628.32,96453.851,NA,2979.714,2979.714,NA,NA,21194.755,9444.806,136476.145,126023.954,101205.71,NA,3153.692,3153.692,NA,NA,21664.552,10452.191,136838.617,126160.694,101996.16,NA,3253.243,3253.243,NA,NA,20911.291,10677.923,135052.873,123059.672,99387.688,NA,3171.185,3171.185,NA,NA,20500.8,11993.201,141558.624,127224.845,102400.019,NA,3250.268,3250.268,NA,NA,21574.558,14333.779,148772.354,130712.463,105713.866,NA,3372.953,3372.953,NA,NA,21625.644,18059.891,149628.81,130960.777,106355.874,NA,3397.563,3397.563,NA,NA,21207.34,18668.033,156935.416,137582.694,111750.209,NA,3599.987,3599.987,NA,NA,22232.498,19352.722,156767.242,136785.409,111565.528,NA,3613.154,3613.154,NA,NA,21606.727,19981.833
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,2220.203,2091.612,1776.057,NA,18.62,18.62,NA,NA,296.935,128.591,1990.617,1861.234,1581.024,NA,16.575,16.575,NA,NA,263.635,129.383,2456.684,2333.126,1981.668,NA,20.775,20.775,NA,NA,330.683,123.558,2594.615,2476.993,2103.997,NA,22.058,22.058,NA,NA,350.938,117.622,2563.654,2435.519,2068.143,NA,21.682,21.682,NA,NA,345.694,128.135,2412.388,2280.858,1937.631,NA,20.314,20.314,NA,NA,322.913,131.53,2412.033,2260.846,1920.239,NA,20.131,20.131,NA,NA,320.476,151.187,2401.194,2213.816,1880.579,NA,19.716,19.716,NA,NA,313.521,187.378,1929.255,1702.422,1445.781,NA,15.157,15.157,NA,NA,241.484,226.833,2682.404,2440.647,2073.015,NA,21.733,21.733,NA,NA,345.899,241.757,2068.401,1829.694,1554.355,NA,16.296,16.296,NA,NA,259.043,238.707,3844.501,3580.948,3043.234,NA,31.905,31.905,NA,NA,505.809,263.553
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,37827.459,33532.087,27761.59,NA,693.909,693.909,NA,NA,5076.588,4295.372,34938.076,30604.585,25242.058,NA,630.933,630.933,NA,NA,4731.594,4333.491,37377.26,33177.813,27674.145,NA,691.723,691.723,NA,NA,4811.945,4199.447,37645.09,33640.929,28027.37,NA,700.552,700.552,NA,NA,4913.007,4004.161,39303.628,34736.004,29294.682,NA,732.229,732.229,NA,NA,4709.093,4567.624,40725.257,36097.928,30616.231,NA,765.262,765.262,NA,NA,4716.435,4627.329,39620.401,34501.491,29255.035,NA,731.238,731.238,NA,NA,4515.218,5118.91,42099.305,35989.886,30519.103,NA,762.834,762.834,NA,NA,4707.949,6109.419,46604.745,38565.549,32699.532,NA,817.334,817.334,NA,NA,5048.683,8039.196,45739.347,37425.866,31723.49,NA,792.938,792.938,NA,NA,4909.438,8313.481,49490.949,40757.994,34549.301,NA,863.57,863.57,NA,NA,5345.123,8732.955,48595.004,39532.451,33500.905,NA,837.365,837.365,NA,NA,5194.181,9062.553
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",31909.916,30674.318,21186.306,NA,262.833,262.833,NA,NA,9225.179,1235.598,30561.744,29343.768,20110.317,NA,249.485,249.485,NA,NA,8983.966,1217.976,32993.007,31804.432,21765.278,NA,270.016,270.016,NA,NA,9769.138,1188.575,33122.268,32005.279,21845.266,NA,271.008,271.008,NA,NA,9889.005,1116.989,34789.483,33573.989,23010.25,NA,285.461,285.461,NA,NA,10278.278,1215.494,31771.021,30512.932,20927.987,NA,259.628,259.628,NA,NA,9325.317,1258.089,32106.893,30650.869,21140.081,NA,262.26,262.26,NA,NA,9248.528,1456.024,34486.197,32711.023,22390.982,NA,277.778,277.778,NA,NA,10042.263,1775.174,32787.443,30600.826,20924.739,NA,259.588,259.588,NA,NA,9416.499,2186.617,30933.087,28685.141,19742.35,NA,244.92,244.92,NA,NA,8697.871,2247.946,32911.891,30547.526,21100.753,NA,261.772,261.772,NA,NA,9185.001,2364.365,30672.755,28358.136,19684.602,NA,244.203,244.203,NA,NA,8429.331,2314.619
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",3764.714,3485.681,2963.238,NA,5.964,5.964,NA,NA,516.479,279.033,3942.044,3657.761,3109.525,NA,6.259,6.259,NA,NA,541.977,284.283,3874.68,3603.364,3063.281,NA,6.166,6.166,NA,NA,533.917,271.316,3256.071,2989.468,2541.398,NA,5.115,5.115,NA,NA,442.955,266.603,3479.929,3190.13,2711.985,NA,5.458,5.458,NA,NA,472.687,289.799,3383.485,3088.201,2625.333,NA,5.284,5.284,NA,NA,457.584,295.284,3519.856,3187.322,2709.597,NA,5.454,5.454,NA,NA,472.271,332.534,3563.324,3175.248,2699.333,NA,5.433,5.433,NA,NA,470.482,388.076,3710.137,3194.948,2716.08,NA,5.467,5.467,NA,NA,473.401,515.189,3838.353,3297.988,2803.676,NA,5.643,5.643,NA,NA,488.669,540.365,4466.485,3889.758,3306.75,NA,6.656,6.656,NA,NA,576.352,576.727,3853.234,3263.006,2773.938,NA,5.583,5.583,NA,NA,483.485,590.228
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",2496.205,2151.139,1789.787,NA,20.352,20.352,NA,NA,341,345.066,2339.778,1996.349,1640.146,NA,18.65,18.65,NA,NA,337.553,343.429,2450.673,2108.589,1722.266,NA,19.584,19.584,NA,NA,366.739,342.084,2473.785,2130.728,1753.337,NA,19.937,19.937,NA,NA,357.454,343.057,2520.311,2148.549,1765.324,NA,20.074,20.074,NA,NA,363.151,371.762,2585.969,2195.104,1803.021,NA,20.502,20.502,NA,NA,371.581,390.865,2622.974,2175.62,1773.223,NA,20.163,20.163,NA,NA,382.234,447.354,2727.02,2210.003,1785.555,NA,20.304,20.304,NA,NA,404.144,517.017,5192.39,4487.774,3728.852,NA,42.401,42.401,NA,NA,716.521,704.616,5675.11,4919.591,4083.027,NA,46.428,46.428,NA,NA,790.136,755.519,7469.627,6658.024,5551.49,NA,63.126,63.126,NA,NA,1043.408,811.603,7564.2,6732.841,5637.272,NA,64.101,64.101,NA,NA,1031.468,831.359
"Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",5594.451,5467.972,4648.417,NA,4.778,4.778,NA,NA,814.777,126.479,4996.758,4869.231,4139.417,NA,4.254,4.254,NA,NA,725.56,127.527,5429.949,5306.762,4511.369,NA,4.637,4.637,NA,NA,790.756,123.187,5296.473,5186.79,4409.379,NA,4.532,4.532,NA,NA,772.879,109.683,5192.693,5077.568,4316.528,NA,4.436,4.436,NA,NA,756.604,115.125,5988.945,5871.22,4991.225,NA,5.13,5.13,NA,NA,874.865,117.725,6458.096,6328.674,5380.114,NA,5.53,5.53,NA,NA,943.03,129.422,6937.589,6805.813,5785.739,NA,5.946,5.946,NA,NA,1014.128,131.776,6522.652,6381.875,5425.342,NA,5.576,5.576,NA,NA,950.957,140.777,7743.244,7578.248,6442.399,NA,6.621,6.621,NA,NA,1129.228,164.996,6009.649,5854.368,4976.899,NA,5.115,5.115,NA,NA,872.354,155.281,6134.587,5915.951,5029.252,NA,5.169,5.169,NA,NA,881.53,218.636
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,9530.272,8268.705,7029.368,NA,3.057,3.057,NA,NA,1236.28,1261.567,8661.042,7427.436,6314.191,NA,2.746,2.746,NA,NA,1110.499,1233.606,9393.823,8199.224,6970.302,NA,3.031,3.031,NA,NA,1225.891,1194.599,9378.348,8242.563,7007.145,NA,3.047,3.047,NA,NA,1232.371,1135.785,9725.71,8492.796,7219.872,NA,3.14,3.14,NA,NA,1269.784,1232.914,9355.456,8115.264,6898.926,NA,3,3,NA,NA,1213.338,1240.192,9476.587,8064.13,6855.456,NA,2.981,2.981,NA,NA,1205.693,1412.457,9509.906,7832.968,6658.941,NA,2.896,2.896,NA,NA,1171.131,1676.938,9526.926,7516.654,6390.037,NA,2.779,2.779,NA,NA,1123.838,2010.272,9299.771,7257.27,6169.53,NA,2.683,2.683,NA,NA,1085.057,2042.501,8703.576,6703.923,5699.121,NA,2.478,2.478,NA,NA,1002.324,1999.653,8507.93,6470.737,5500.885,NA,2.392,2.392,NA,NA,967.46,2037.193
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,34872.666,32326.401,27481.229,NA,1723.934,1723.934,NA,NA,3121.238,2546.265,33240.334,30655.964,26061.162,NA,1634.851,1634.851,NA,NA,2959.951,2584.37,36029.903,33568.271,28536.965,NA,1790.161,1790.161,NA,NA,3241.145,2461.632,35867.404,33516.498,28492.952,NA,1787.4,1787.4,NA,NA,3236.146,2350.906,38462.19,35930.852,30545.436,NA,1916.155,1916.155,NA,NA,3469.261,2531.338,40204.834,37587.925,31954.142,NA,2004.525,2004.525,NA,NA,3629.258,2616.909,38297.094,35351.781,30053.157,NA,1885.274,1885.274,NA,NA,3413.35,2945.313,39289.097,35741.096,30384.12,NA,1906.036,1906.036,NA,NA,3450.94,3548.001,42083.267,37846.876,32174.28,NA,2018.335,2018.335,NA,NA,3654.261,4236.391,43314.271,38952.803,33114.448,NA,2077.313,2077.313,NA,NA,3761.042,4361.468,45371.787,40898.356,34768.396,NA,2181.067,2181.067,NA,NA,3948.893,4473.431,47266.489,42602.797,36217.371,NA,2271.963,2271.963,NA,NA,4113.463,4663.692
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,403.779,403.779,278.6732712311741,NA,125.10612832654417,125.10612832654417,NA,NA,NA,NA,396.226,396.226,243.66529523007455,NA,152.56089769217135,152.56089769217135,NA,NA,NA,NA,414.306,414.306,264.2861332218115,NA,150.02000921072013,150.02000921072013,NA,NA,NA,NA,439.072,439.072,273.0066789927462,NA,166.06507578387024,166.06507578387024,NA,NA,NA,NA,438.547,438.547,273.4896044273175,NA,165.0574316231029,165.0574316231029,NA,NA,NA,NA,411.262,411.262,241.66402084423598,NA,169.59806552109305,169.59806552109305,NA,NA,NA,NA,538.939,538.939,300.78550123187904,NA,238.1535615377123,238.1535615377123,NA,NA,NA,NA,544.992,544.992,295.66671623573694,NA,249.32479409743615,249.32479409743615,NA,NA,NA,NA,415.539,415.539,209.22295641380816,NA,206.31610450478996,206.31610450478996,NA,NA,NA,NA,403.223,403.223,203.93894494962083,NA,199.28375872724294,199.28375872724294,NA,NA,NA,NA,443.051,443.051,243.14410533599775,NA,199.9066693282679,199.9066693282679,NA,NA,NA,NA,328.542,328.542,178.06916657627943,NA,150.47294389521699,150.47294389521699,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,13895.937,13895.905,8946.101,NA,523.265,523.265,NA,NA,4426.539,0.032,12965.099,12965.068,8005.543,NA,633.741,633.741,NA,NA,4325.784,0.031,13102.445,13102.424,8043.191,NA,628.143,628.143,NA,NA,4431.09,0.021,13726.766,13726.724,8410.397,NA,698.603,698.603,NA,NA,4617.724,0.042,14192.831,14192.728,8705.198,NA,697.895,697.895,NA,NA,4789.635,0.103,15124.297,15124.177,8961.366,NA,698.669,698.669,NA,NA,5464.142,0.12,15479.184,15479.181,8942.968,NA,525.522,525.522,NA,NA,6010.691,0.003,17505.063,17504.849,10510.495,NA,632.789,632.789,NA,NA,6361.565,0.214,16519.998,16519.906,8774.64,NA,723.906,723.906,NA,NA,7021.36,0.092,16912.12,16912.065,9726.164,NA,718.422,718.422,NA,NA,6467.479,0.055,17012.111,17012.059,9977.503,NA,819.277,819.277,NA,NA,6215.279,0.052,16788.824,16788.658,9176.522,NA,783.89,783.89,NA,NA,6828.246,0.166
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Arquitectónico,5761.963,5761.931,5639.513,NA,NA,NA,NA,NA,122.418,0.032,4967.611,4967.58,4816.37,NA,NA,NA,NA,NA,151.21,0.031,5034.052,5034.031,4870.042,NA,NA,NA,NA,NA,163.989,0.021,5221.091,5221.049,5085.904,NA,NA,NA,NA,NA,135.145,0.042,5625.883,5625.78,5447.181,NA,NA,NA,NA,NA,178.599,0.103,5949.202,5949.082,5799.452,NA,NA,NA,NA,NA,149.63,0.12,6152.709,6152.706,6006.531,NA,NA,NA,NA,NA,146.175,0.003,7326.863,7326.649,7139.917,NA,NA,NA,NA,NA,186.732,0.214,5582.467,5582.375,5390.406,NA,NA,NA,NA,NA,191.969,0.092,6439.333,6439.278,6270.049,NA,NA,NA,NA,NA,169.229,0.055,6322.44,6322.388,6141.668,NA,NA,NA,NA,NA,180.72,0.052,5416.156,5415.99,5243.129,NA,NA,NA,NA,NA,172.861,0.166
