Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,0.714,0.695,0.714,0.717,0.745,0.803,0.803,0.839,0.847,0.787,0.787,0.776
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Comercio en audiovisuales,1.971,1.942,1.699,1.871,1.727,1.456,1.313,1.591,1.604,1.634,1.531,1.541
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,0.543,0.626,0.626,0.642,0.822,0.665,0.736,0.779,0.751,0.632,0.713,0.671
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías,16.929,16.181,16.937,17.276,17.787,18.073,18.228,19.077,19.833,20.398,20.529,20.94
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,0.313,0.302,0.343,0.345,0.333,0.294,0.298,0.293,0.244,0.313,0.244,0.41
Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,3.315,3.188,3.41,3.474,3.443,3.607,3.57,3.806,4.253,4.135,4.346,4.414
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",3.021,2.767,2.894,2.873,3.028,2.915,2.917,3.171,3.096,3.001,3.137,3.086
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",0.538,0.555,0.558,0.581,0.59,0.596,0.642,0.655,0.606,0.627,0.701,0.663
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",0.401,0.425,0.456,0.493,0.501,0.477,0.497,0.479,0.736,0.799,0.906,0.892
"Estructura porcentual|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",1.202,1.134,1.061,1.078,1.041,1.115,1.212,1.275,1.139,1.464,1.141,1.2
