Descriptores,2008|Total,2008|Financiamiento|Total de residentes,2008|Financiamiento|Hogares,2008|Financiamiento|ISFL,2008|Financiamiento|Total de gobierno,2008|Financiamiento|Niveles de gobierno|Gobierno federal,2008|Financiamiento|Niveles de gobierno|Gobierno estatal,2008|Financiamiento|Niveles de gobierno|Gobierno municipal,2008|Financiamiento|Sociedades no financieras,2008|Financiamiento|Total no residentes,2009|Total,2009|Financiamiento|Total de residentes,2009|Financiamiento|Hogares,2009|Financiamiento|ISFL,2009|Financiamiento|Total de gobierno,2009|Financiamiento|Niveles de gobierno|Gobierno federal,2009|Financiamiento|Niveles de gobierno|Gobierno estatal,2009|Financiamiento|Niveles de gobierno|Gobierno municipal,2009|Financiamiento|Sociedades no financieras,2009|Financiamiento|Total no residentes,2010|Total,2010|Financiamiento|Total de residentes,2010|Financiamiento|Hogares,2010|Financiamiento|ISFL,2010|Financiamiento|Total de gobierno,2010|Financiamiento|Niveles de gobierno|Gobierno federal,2010|Financiamiento|Niveles de gobierno|Gobierno estatal,2010|Financiamiento|Niveles de gobierno|Gobierno municipal,2010|Financiamiento|Sociedades no financieras,2010|Financiamiento|Total no residentes,2011|Total,2011|Financiamiento|Total de residentes,2011|Financiamiento|Hogares,2011|Financiamiento|ISFL,2011|Financiamiento|Total de gobierno,2011|Financiamiento|Niveles de gobierno|Gobierno federal,2011|Financiamiento|Niveles de gobierno|Gobierno estatal,2011|Financiamiento|Niveles de gobierno|Gobierno municipal,2011|Financiamiento|Sociedades no financieras,2011|Financiamiento|Total no residentes,2012|Total,2012|Financiamiento|Total de residentes,2012|Financiamiento|Hogares,2012|Financiamiento|ISFL,2012|Financiamiento|Total de gobierno,2012|Financiamiento|Niveles de gobierno|Gobierno federal,2012|Financiamiento|Niveles de gobierno|Gobierno estatal,2012|Financiamiento|Niveles de gobierno|Gobierno municipal,2012|Financiamiento|Sociedades no financieras,2012|Financiamiento|Total no residentes,2013|Total,2013|Financiamiento|Total de residentes,2013|Financiamiento|Hogares,2013|Financiamiento|ISFL,2013|Financiamiento|Total de gobierno,2013|Financiamiento|Niveles de gobierno|Gobierno federal,2013|Financiamiento|Niveles de gobierno|Gobierno estatal,2013|Financiamiento|Niveles de gobierno|Gobierno municipal,2013|Financiamiento|Sociedades no financieras,2013|Financiamiento|Total no residentes,2014|Total,2014|Financiamiento|Total de residentes,2014|Financiamiento|Hogares,2014|Financiamiento|ISFL,2014|Financiamiento|Total de gobierno,2014|Financiamiento|Niveles de gobierno|Gobierno federal,2014|Financiamiento|Niveles de gobierno|Gobierno estatal,2014|Financiamiento|Niveles de gobierno|Gobierno municipal,2014|Financiamiento|Sociedades no financieras,2014|Financiamiento|Total no residentes,2015|Total,2015|Financiamiento|Total de residentes,2015|Financiamiento|Hogares,2015|Financiamiento|ISFL,2015|Financiamiento|Total de gobierno,2015|Financiamiento|Niveles de gobierno|Gobierno federal,2015|Financiamiento|Niveles de gobierno|Gobierno estatal,2015|Financiamiento|Niveles de gobierno|Gobierno municipal,2015|Financiamiento|Sociedades no financieras,2015|Financiamiento|Total no residentes,2016|Total,2016|Financiamiento|Total de residentes,2016|Financiamiento|Hogares,2016|Financiamiento|ISFL,2016|Financiamiento|Total de gobierno,2016|Financiamiento|Niveles de gobierno|Gobierno federal,2016|Financiamiento|Niveles de gobierno|Gobierno estatal,2016|Financiamiento|Niveles de gobierno|Gobierno municipal,2016|Financiamiento|Sociedades no financieras,2016|Financiamiento|Total no residentes,2017|Total,2017|Financiamiento|Total de residentes,2017|Financiamiento|Hogares,2017|Financiamiento|ISFL,2017|Financiamiento|Total de gobierno,2017|Financiamiento|Niveles de gobierno|Gobierno federal,2017|Financiamiento|Niveles de gobierno|Gobierno estatal,2017|Financiamiento|Niveles de gobierno|Gobierno municipal,2017|Financiamiento|Sociedades no financieras,2017|Financiamiento|Total no residentes,2018|Total<P>,2018|Financiamiento|Total de residentes<P>,2018|Financiamiento|Hogares<P>,2018|Financiamiento|ISFL<P>,2018|Financiamiento|Total de gobierno<P>,2018|Financiamiento|Niveles de gobierno|Gobierno federal<P>,2018|Financiamiento|Niveles de gobierno|Gobierno estatal<P>,2018|Financiamiento|Niveles de gobierno|Gobierno municipal<P>,2018|Financiamiento|Sociedades no financieras<P>,2018|Financiamiento|Total no residentes<P>,2019|Total<P>,2019|Financiamiento|Total de residentes<P>,2019|Financiamiento|Hogares<P>,2019|Financiamiento|ISFL<P>,2019|Financiamiento|Total de gobierno<P>,2019|Financiamiento|Niveles de gobierno|Gobierno federal<P>,2019|Financiamiento|Niveles de gobierno|Gobierno estatal<P>,2019|Financiamiento|Niveles de gobierno|Gobierno municipal<P>,2019|Financiamiento|Sociedades no financieras<P>,2019|Financiamiento|Total no residentes<P>
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Modas,0.005,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,0.006,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,0.006,0.006,0.006,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.007,0.007,0.007,NA,NA,NA,NA,NA,NA,NA,0.008,0.008,0.008,NA,NA,NA,NA,NA,NA,NA,0.009,0.009,0.009,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0.01,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Industrial,35.638,35.638,35.62,NA,NA,NA,NA,NA,0.018,NA,32.963,32.963,32.939,NA,NA,NA,NA,NA,0.024,NA,30.497,30.497,30.476,NA,NA,NA,NA,NA,0.021,NA,30.008,30.008,29.987,NA,NA,NA,NA,NA,0.021,NA,30.759,30.759,30.74,NA,NA,NA,NA,NA,0.019,NA,31.797,31.797,31.78,NA,NA,NA,NA,NA,0.017,NA,31.844,31.844,31.818,NA,NA,NA,NA,NA,0.026,NA,33.286,33.286,33.258,NA,NA,NA,NA,NA,0.028,NA,37.665,37.665,37.63,NA,NA,NA,NA,NA,0.035,NA,32.99,32.99,32.959,NA,NA,NA,NA,NA,0.031,NA,32.406,32.406,32.37,NA,NA,NA,NA,NA,0.036,NA,31.31,31.31,31.274,NA,NA,NA,NA,NA,0.036,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Publicidad,0.307,0.307,0.307,NA,NA,NA,NA,NA,NA,NA,0.232,0.232,0.232,NA,NA,NA,NA,NA,NA,NA,0.189,0.189,0.189,NA,NA,NA,NA,NA,NA,NA,0.182,0.182,0.182,NA,NA,NA,NA,NA,NA,NA,0.164,0.164,0.164,NA,NA,NA,NA,NA,NA,NA,0.176,0.176,0.176,NA,NA,NA,NA,NA,NA,NA,0.152,0.152,0.152,NA,NA,NA,NA,NA,NA,NA,0.135,0.135,0.135,NA,NA,NA,NA,NA,NA,NA,0.139,0.139,0.139,NA,NA,NA,NA,NA,NA,NA,0.127,0.127,0.127,NA,NA,NA,NA,NA,NA,NA,0.116,0.116,0.116,NA,NA,NA,NA,NA,NA,NA,0.098,0.098,0.098,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Propiedad intelectual en diseño,1382.75,1382.75,1382.75,NA,NA,NA,NA,NA,NA,NA,1414.129,1414.129,1414.129,NA,NA,NA,NA,NA,NA,NA,1373.25,1373.25,1373.25,NA,NA,NA,NA,NA,NA,NA,1477.617,1477.617,1477.617,NA,NA,NA,NA,NA,NA,NA,1384.274,1384.274,1384.274,NA,NA,NA,NA,NA,NA,NA,1431.456,1431.456,1431.456,NA,NA,NA,NA,NA,NA,NA,1504.262,1504.262,1504.262,NA,NA,NA,NA,NA,NA,NA,1787.922,1787.922,1787.922,NA,NA,NA,NA,NA,NA,NA,1760.313,1760.313,1760.313,NA,NA,NA,NA,NA,NA,NA,1805.601,1805.601,1805.601,NA,NA,NA,NA,NA,NA,NA,1878.54,1878.54,1878.54,NA,NA,NA,NA,NA,NA,NA,2080.261,2080.261,2080.261,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos|Gestión pública en servicios creativos,1688.836,1688.836,NA,NA,1688.8360516202235,1688.8360516202235,NA,NA,NA,NA,1645.931,1645.931,NA,NA,1645.9305978707637,1645.9305978707637,NA,NA,NA,NA,1734.725,1734.725,NA,NA,1734.7248598705628,1734.7248598705628,NA,NA,NA,NA,1847.088,1847.088,NA,NA,1847.0882909884772,1847.0882909884772,NA,NA,NA,NA,1854.262,1854.262,NA,NA,1854.2621401254871,1854.2621401254871,NA,NA,NA,NA,1694.218,1694.218,NA,NA,1694.2177614399193,1694.2177614399193,NA,NA,NA,NA,1189.251,1189.251,NA,NA,1189.2506867925986,1189.2506867925986,NA,NA,NA,NA,1383.194,1383.194,NA,NA,1383.1937604759855,1383.1937604759855,NA,NA,NA,NA,1458.011,1458.011,NA,NA,1458.011468998186,1458.011468998186,NA,NA,NA,NA,1453.626,1453.626,NA,NA,1453.6255334511493,1453.6255334511493,NA,NA,NA,NA,1815.754,1815.754,NA,NA,1815.7537423206322,1815.7537423206322,NA,NA,NA,NA,1711.543,1711.543,NA,NA,1711.5429745894849,1711.5429745894849,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural,15543.45,14815.047,1578.506,356.678,12369.158,12369.158,NA,NA,510.705,728.403,15185.246,14471.519,1452.133,363.1,12118.033,12118.033,NA,NA,538.253,713.727,15706.915,15035.178,1424.955,348.129,12707.81,12707.81,NA,NA,554.284,671.737,16455.523,15805.217,1528.678,347.425,13343.455,13343.455,NA,NA,585.659,650.306,16848.001,16134.066,1696.137,372.041,13456.155,13456.155,NA,NA,609.733,713.935,15723.068,15002.586,1616.692,357.787,12426.788,12426.788,NA,NA,601.319,720.482,15849.753,15070.826,1432.954,361.374,12621.677,12621.677,NA,NA,654.821,778.927,16557.649,15633.464,1469.117,347.44,13144.311,13144.311,NA,NA,672.596,924.185,17201.211,16138.625,1378.358,328.143,13694.72,13694.72,NA,NA,737.404,1062.586,16733.338,15652.975,1344.97,325.295,13196.451,13196.451,NA,NA,786.259,1080.363,17604.922,16512.389,1355.111,510.933,13811.967,13811.967,NA,NA,834.378,1092.533,15680.765,14575.695,1276.514,508.8,12049.784,12049.784,NA,NA,740.597,1105.07
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Material,946.809,909.518,121.632,199.656,77.979,77.979,NA,NA,510.251,37.291,979.168,941.633,121.083,203.251,79.824,79.824,NA,NA,537.475,37.535,983.917,948.1,121.215,194.871,81.391,81.391,NA,NA,550.623,35.817,1021.542,986.901,126.133,194.477,84.176,84.176,NA,NA,582.115,34.641,1080.466,1042.876,134.832,208.256,94.424,94.424,NA,NA,605.364,37.59,1046.081,1008.733,129.351,200.277,82.574,82.574,NA,NA,596.531,37.348,1097.931,1057.403,128.426,202.285,76.876,76.876,NA,NA,649.816,40.528,1118.186,1070.773,133.298,194.485,77.401,77.401,NA,NA,665.589,47.413,1177.421,1122,129.337,183.683,76.881,76.881,NA,NA,732.099,55.421,1241.016,1182.352,132.08,182.089,86.553,86.553,NA,NA,781.63,58.664,1414.066,1353.72,141.778,286.003,96.4,96.4,NA,NA,829.539,60.346,1306.063,1245.29,133.092,284.809,89.646,89.646,NA,NA,737.743,60.773
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Natural,1694.547,1232.826,1069.836,157.022,5.514,5.514,NA,NA,0.454,461.721,1604.113,1150.55,984.31,159.849,5.613,5.613,NA,NA,0.778,453.563,1517.663,1095.703,933.402,153.258,5.382,5.382,NA,NA,3.661,421.96,1576.823,1168.507,1006.644,152.948,5.371,5.371,NA,NA,3.544,408.316,1733.613,1286.369,1112.463,163.785,5.752,5.752,NA,NA,4.369,447.244,1659.54,1210.387,1042.558,157.51,5.531,5.531,NA,NA,4.788,449.153,1569.449,1083.73,914.049,159.089,5.587,5.587,NA,NA,5.005,485.719,1710.306,1127.232,961.899,152.955,5.371,5.371,NA,NA,7.007,583.074,1669.789,1005.959,851.121,144.46,5.073,5.073,NA,NA,5.305,663.83,1628.036,960.261,807.397,143.206,5.029,5.029,NA,NA,4.629,667.775,1732.008,1055.193,817.525,224.93,7.899,7.899,NA,NA,4.839,676.815,1695.263,1009.107,774.396,223.991,7.866,7.866,NA,NA,2.854,686.156
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Bibliotecas,13.774,13.774,13.774,NA,NA,NA,NA,NA,NA,NA,13.611,13.611,13.611,NA,NA,NA,NA,NA,NA,NA,13.79,13.79,13.79,NA,NA,NA,NA,NA,NA,NA,14.015,14.015,14.015,NA,NA,NA,NA,NA,NA,NA,14.279,14.279,14.279,NA,NA,NA,NA,NA,NA,NA,14.689,14.689,14.689,NA,NA,NA,NA,NA,NA,NA,15.162,15.162,15.162,NA,NA,NA,NA,NA,NA,NA,14.693,14.693,14.693,NA,NA,NA,NA,NA,NA,NA,14.808,14.808,14.808,NA,NA,NA,NA,NA,NA,NA,14.793,14.793,14.793,NA,NA,NA,NA,NA,NA,NA,14.742,14.742,14.742,NA,NA,NA,NA,NA,NA,NA,14.81,14.81,14.81,NA,NA,NA,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Museos,625.763,396.372,373.264,NA,23.108,23.108,NA,NA,NA,229.391,575.069,352.44,333.129,NA,19.311,19.311,NA,NA,NA,222.629,588.825,374.865,356.548,NA,18.317,18.317,NA,NA,NA,213.96,608.853,401.504,381.886,NA,19.618,19.618,NA,NA,NA,207.349,687.688,458.587,434.563,NA,24.024,24.024,NA,NA,NA,229.101,696.453,462.472,430.094,NA,32.378,32.378,NA,NA,NA,233.981,662.341,409.661,375.317,NA,34.344,34.344,NA,NA,NA,252.68,683.942,390.244,359.227,NA,31.017,31.017,NA,NA,NA,293.698,726.428,383.093,383.092,NA,0.001,0.001,NA,NA,NA,343.335,746.626,392.702,390.7,NA,2.002,2.002,NA,NA,NA,353.924,740.363,384.991,381.066,NA,3.925,3.925,NA,NA,NA,355.372,716.005,357.864,354.216,NA,3.648,3.648,NA,NA,NA,358.141
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Patrimonio material y natural|Gestión pública en patrimonio,12262.557,12262.557,NA,NA,12262.556624703679,12262.556624703679,NA,NA,NA,NA,12013.285,12013.285,NA,NA,12013.284840855005,12013.284840855005,NA,NA,NA,NA,12602.72,12602.72,NA,NA,12602.719656859052,12602.719656859052,NA,NA,NA,NA,13234.29,13234.29,NA,NA,13234.28964769664,13234.28964769664,NA,NA,NA,NA,13331.955,13331.955,NA,NA,13331.955024712737,13331.955024712737,NA,NA,NA,NA,12306.305,12306.305,NA,NA,12306.304824976232,12306.304824976232,NA,NA,NA,NA,12504.87,12504.87,NA,NA,12504.87018133656,12504.87018133656,NA,NA,NA,NA,13030.522,13030.522,NA,NA,13030.52162348331,13030.52162348331,NA,NA,NA,NA,13612.765,13612.765,NA,NA,13612.764697431714,13612.764697431714,NA,NA,NA,NA,13102.867,13102.867,NA,NA,13102.867298752335,13102.867298752335,NA,NA,NA,NA,13703.743,13703.743,NA,NA,13703.743091288177,13703.743091288177,NA,NA,NA,NA,11948.624,11948.624,NA,NA,11948.62445628144,11948.62445628144,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas,27740.016,27740.016,8704.798,NA,19035.218,19035.218,NA,NA,NA,NA,28003.258,28003.258,8719.357,NA,19283.9,19283.9,NA,NA,NA,NA,27669.825,27669.825,8818.283,NA,18851.542,18851.542,NA,NA,NA,NA,28826.262,28826.262,8970.721,NA,19855.541,19855.541,NA,NA,NA,NA,29258.984,29258.984,9216.445,NA,20042.539,20042.539,NA,NA,NA,NA,29344.36,29344.36,9431.861,NA,19912.499,19912.499,NA,NA,NA,NA,29721.003,29721.003,9684.517,NA,20036.485,20036.485,NA,NA,NA,NA,30003.746,30003.746,9667.542,NA,20336.204,20336.204,NA,NA,NA,NA,30548.991,30548.991,9863.023,NA,20685.967,20685.967,NA,NA,NA,NA,31280.144,31280.144,10054.765,NA,21225.379,21225.379,NA,NA,NA,NA,32190.876,32190.876,10526.619,NA,21664.257,21664.257,NA,NA,NA,NA,32505.174,32505.174,10760.356,NA,21744.818,21744.818,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Pública,13614.942,13614.942,NA,NA,13614.94193248424,13614.94193248424,NA,NA,NA,NA,13798.993,13798.993,NA,NA,13798.992673295412,13798.992673295412,NA,NA,NA,NA,13428.206,13428.206,NA,NA,13428.205882977443,13428.205882977443,NA,NA,NA,NA,14222.859,14222.859,NA,NA,14222.858895305642,14222.858895305642,NA,NA,NA,NA,14350.83,14350.83,NA,NA,14350.829794910467,14350.829794910467,NA,NA,NA,NA,14237.256,14237.256,NA,NA,14237.256417169692,14237.256417169692,NA,NA,NA,NA,14351.715,14351.715,NA,NA,14351.714684612405,14351.714684612405,NA,NA,NA,NA,14605.412,14605.412,NA,NA,14605.411976858755,14605.411976858755,NA,NA,NA,NA,14860.191,14860.191,NA,NA,14860.19062983019,14860.19062983019,NA,NA,NA,NA,15269.712,15269.712,NA,NA,15269.711949800372,15269.711949800372,NA,NA,NA,NA,15612.232,15612.232,NA,NA,15612.232296410157,15612.232296410157,NA,NA,NA,NA,15681.237,15681.237,NA,NA,15681.2367619789,15681.2367619789,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Formación Privada,8113.059,8113.059,8105.923,NA,7.136,7.136,NA,NA,NA,NA,8145.874,8145.874,8136.67,NA,9.204,9.204,NA,NA,NA,NA,8261.116,8261.116,8247.742,NA,13.374,13.374,NA,NA,NA,NA,8409.236,8409.236,8399.774,NA,9.462,9.462,NA,NA,NA,NA,8650.216,8650.216,8638.977,NA,11.239,11.239,NA,NA,NA,NA,8840.315,8840.315,8834.043,NA,6.272,6.272,NA,NA,NA,NA,9060.673,9060.673,9058.04,NA,2.633,2.633,NA,NA,NA,NA,9037.466,9037.466,9035.435,NA,2.031,2.031,NA,NA,NA,NA,9233.022,9233.022,9233.021,NA,0.001,0.001,NA,NA,NA,NA,9426.714,9426.714,9425.455,NA,1.259,1.259,NA,NA,NA,NA,9900.48,9900.48,9897.91,NA,2.57,2.57,NA,NA,NA,NA,10142.421,10142.421,10139.964,NA,2.457,2.457,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Pública,5396.778,5396.778,NA,NA,5396.777665085434,5396.777665085434,NA,NA,NA,NA,5454.601,5454.601,NA,NA,5454.600642447003,5454.600642447003,NA,NA,NA,NA,5379.3,5379.3,NA,NA,5379.300149168036,5379.300149168036,NA,NA,NA,NA,5601.525,5601.525,NA,NA,5601.525167407018,5601.525167407018,NA,NA,NA,NA,5654.703,5654.703,NA,NA,5654.702722177504,5654.702722177504,NA,NA,NA,NA,5654.592,5654.592,NA,NA,5654.591833895175,5654.591833895175,NA,NA,NA,NA,5676.1,5676.1,NA,NA,5676.099560346646,5676.099560346646,NA,NA,NA,NA,5724.104,5724.104,NA,NA,5724.103739868544,5724.103739868544,NA,NA,NA,NA,5825.773,5825.773,NA,NA,5825.772775524056,5825.772775524056,NA,NA,NA,NA,5951.521,5951.521,NA,NA,5951.520949284534,5951.520949284534,NA,NA,NA,NA,6043.562,6043.562,NA,NA,6043.561990414207,6043.561990414207,NA,NA,NA,NA,6055.491,6055.491,NA,NA,6055.491155047003,6055.491155047003,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de áreas generales y específicas|Formación y difusión cultural en instituciones educativas|Difusión Privada,615.237,615.237,598.875,NA,16.362,16.362,NA,NA,NA,NA,603.79,603.79,582.687,NA,21.103,21.103,NA,NA,NA,NA,601.203,601.203,570.541,NA,30.662,30.662,NA,NA,NA,NA,592.642,592.642,570.947,NA,21.695,21.695,NA,NA,NA,NA,603.235,603.235,577.468,NA,25.767,25.767,NA,NA,NA,NA,612.197,612.197,597.818,NA,14.379,14.379,NA,NA,NA,NA,632.515,632.515,626.477,NA,6.038,6.038,NA,NA,NA,NA,636.764,636.764,632.107,NA,4.657,4.657,NA,NA,NA,NA,630.005,630.005,630.002,NA,0.003,0.003,NA,NA,NA,NA,632.197,632.197,629.31,NA,2.887,2.887,NA,NA,NA,NA,634.602,634.602,628.709,NA,5.893,5.893,NA,NA,NA,NA,626.025,626.025,620.392,NA,5.633,5.633,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Producción cultural de los hogares,95916.44,95916.44,95916.44,NA,NA,NA,NA,NA,NA,NA,88535.249,88535.249,88535.249,NA,NA,NA,NA,NA,NA,NA,93117.162,93117.162,93117.162,NA,NA,NA,NA,NA,NA,NA,97809.524,97809.524,97809.524,NA,NA,NA,NA,NA,NA,NA,100025.066,100025.066,100025.066,NA,NA,NA,NA,NA,NA,NA,100466.317,100466.317,100466.317,NA,NA,NA,NA,NA,NA,NA,100582.37,100582.37,100582.37,NA,NA,NA,NA,NA,NA,NA,103438.557,103438.557,103438.557,NA,NA,NA,NA,NA,NA,NA,108719.403,108719.403,108719.403,NA,NA,NA,NA,NA,NA,NA,111881.192,111881.192,111881.192,NA,NA,NA,NA,NA,NA,NA,117669.322,117669.322,117669.322,NA,NA,NA,NA,NA,NA,NA,116753.115,116753.115,116753.115,NA,NA,NA,NA,NA,NA,NA
