Descriptores,2008|Oferta|Producción bruta a precios productor,2008|Oferta|Importaciones C.I.F.,2008|Oferta|Márgenes de comercio y transporte,2008|Oferta y utilización,2008|Utilización|Demanda intermedia,2008|Utilización|Demanda final|Consumo privado,2008|Utilización|Demanda final|Consumo de gobierno,2008|Utilización|Demanda final|Formación bruta de capital fijo,2008|Utilización|Demanda final|Variación de existencias,2008|Utilización|Demanda final|Exportaciones de bienes FOB,2009|Oferta|Producción bruta a precios productor,2009|Oferta|Importaciones C.I.F.,2009|Oferta|Márgenes de comercio y transporte,2009|Oferta y utilización,2009|Utilización|Demanda intermedia,2009|Utilización|Demanda final|Consumo privado,2009|Utilización|Demanda final|Consumo de gobierno,2009|Utilización|Demanda final|Formación bruta de capital fijo,2009|Utilización|Demanda final|Variación de existencias,2009|Utilización|Demanda final|Exportaciones de bienes FOB,2010|Oferta|Producción bruta a precios productor,2010|Oferta|Importaciones C.I.F.,2010|Oferta|Márgenes de comercio y transporte,2010|Oferta y utilización,2010|Utilización|Demanda intermedia,2010|Utilización|Demanda final|Consumo privado,2010|Utilización|Demanda final|Consumo de gobierno,2010|Utilización|Demanda final|Formación bruta de capital fijo,2010|Utilización|Demanda final|Variación de existencias,2010|Utilización|Demanda final|Exportaciones de bienes FOB,2011|Oferta|Producción bruta a precios productor,2011|Oferta|Importaciones C.I.F.,2011|Oferta|Márgenes de comercio y transporte,2011|Oferta y utilización,2011|Utilización|Demanda intermedia,2011|Utilización|Demanda final|Consumo privado,2011|Utilización|Demanda final|Consumo de gobierno,2011|Utilización|Demanda final|Formación bruta de capital fijo,2011|Utilización|Demanda final|Variación de existencias,2011|Utilización|Demanda final|Exportaciones de bienes FOB,2012|Oferta|Producción bruta a precios productor,2012|Oferta|Importaciones C.I.F.,2012|Oferta|Márgenes de comercio y transporte,2012|Oferta y utilización,2012|Utilización|Demanda intermedia,2012|Utilización|Demanda final|Consumo privado,2012|Utilización|Demanda final|Consumo de gobierno,2012|Utilización|Demanda final|Formación bruta de capital fijo,2012|Utilización|Demanda final|Variación de existencias,2012|Utilización|Demanda final|Exportaciones de bienes FOB,2013|Oferta|Producción bruta a precios productor,2013|Oferta|Importaciones C.I.F.,2013|Oferta|Márgenes de comercio y transporte,2013|Oferta y utilización,2013|Utilización|Demanda intermedia,2013|Utilización|Demanda final|Consumo privado,2013|Utilización|Demanda final|Consumo de gobierno,2013|Utilización|Demanda final|Formación bruta de capital fijo,2013|Utilización|Demanda final|Variación de existencias,2013|Utilización|Demanda final|Exportaciones de bienes FOB,2014|Oferta|Producción bruta a precios productor,2014|Oferta|Importaciones C.I.F.,2014|Oferta|Márgenes de comercio y transporte,2014|Oferta y utilización,2014|Utilización|Demanda intermedia,2014|Utilización|Demanda final|Consumo privado,2014|Utilización|Demanda final|Consumo de gobierno,2014|Utilización|Demanda final|Formación bruta de capital fijo,2014|Utilización|Demanda final|Variación de existencias,2014|Utilización|Demanda final|Exportaciones de bienes FOB,2015|Oferta|Producción bruta a precios productor,2015|Oferta|Importaciones C.I.F.,2015|Oferta|Márgenes de comercio y transporte,2015|Oferta y utilización,2015|Utilización|Demanda intermedia,2015|Utilización|Demanda final|Consumo privado,2015|Utilización|Demanda final|Consumo de gobierno,2015|Utilización|Demanda final|Formación bruta de capital fijo,2015|Utilización|Demanda final|Variación de existencias,2015|Utilización|Demanda final|Exportaciones de bienes FOB,2016|Oferta|Producción bruta a precios productor,2016|Oferta|Importaciones C.I.F.,2016|Oferta|Márgenes de comercio y transporte,2016|Oferta y utilización,2016|Utilización|Demanda intermedia,2016|Utilización|Demanda final|Consumo privado,2016|Utilización|Demanda final|Consumo de gobierno,2016|Utilización|Demanda final|Formación bruta de capital fijo,2016|Utilización|Demanda final|Variación de existencias,2016|Utilización|Demanda final|Exportaciones de bienes FOB,2017|Oferta|Producción bruta a precios productor,2017|Oferta|Importaciones C.I.F.,2017|Oferta|Márgenes de comercio y transporte,2017|Oferta y utilización,2017|Utilización|Demanda intermedia,2017|Utilización|Demanda final|Consumo privado,2017|Utilización|Demanda final|Consumo de gobierno,2017|Utilización|Demanda final|Formación bruta de capital fijo,2017|Utilización|Demanda final|Variación de existencias,2017|Utilización|Demanda final|Exportaciones de bienes FOB,2018|Oferta|Producción bruta a precios productor<P>,2018|Oferta|Importaciones C.I.F.<P>,2018|Oferta|Márgenes de comercio y transporte<P>,2018|Oferta y utilización<P>,2018|Utilización|Demanda intermedia<P>,2018|Utilización|Demanda final|Consumo privado<P>,2018|Utilización|Demanda final|Consumo de gobierno<P>,2018|Utilización|Demanda final|Formación bruta de capital fijo<P>,2018|Utilización|Demanda final|Variación de existencias<P>,2018|Utilización|Demanda final|Exportaciones de bienes FOB<P>,2019|Oferta|Producción bruta a precios productor<P>,2019|Oferta|Importaciones C.I.F.<P>,2019|Oferta|Márgenes de comercio y transporte<P>,2019|Oferta y utilización<P>,2019|Utilización|Demanda intermedia<P>,2019|Utilización|Demanda final|Consumo privado<P>,2019|Utilización|Demanda final|Consumo de gobierno<P>,2019|Utilización|Demanda final|Formación bruta de capital fijo<P>,2019|Utilización|Demanda final|Variación de existencias<P>,2019|Utilización|Demanda final|Exportaciones de bienes FOB<P>
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,2479.168,570.361,1.299,3050.828,3077.961,0.126,NA,-0.036,-54.809,27.586,2471.2529999999997,707.729,3.224,3182.206,3254.1469999999995,0.35100000000000003,NA,-0.254,-95.717,23.68,2610.95,682.4040000000001,7.436,3300.79,3137.341,0.833,NA,-0.143,135.95,26.811,2774.8699999999994,613.2739999999999,16.332,3404.476,3130.391,2.024,NA,0.36,242.06700000000004,29.634999999999998,2921.6299999999997,961.2719999999999,12.933,3895.835,3852.7320000000004,9.09,NA,44.937,-40.666000000000004,29.742,2807.753,636.067,8.409,3452.229,3261.3990000000003,0.847,NA,-0.13,152.014,38.099,3104.0679999999998,653.461,7.934,3765.463,3554.1,2.279,NA,9.025,177.333,22.727,3098.2699999999995,536.0289999999999,5.562,3639.861,3543.493,0.585,NA,0.08,72.466,23.236,3244.39,599.7520000000001,6.16,3850.302,3661.6490000000003,0.578,NA,-0.045,158.82800000000003,29.293,2981.702,478.028,4.922,3464.652,3366.743,0.49,NA,-0.014,66.794,30.639999999999997,3030.689,446.398,3.85,3480.937,3430.589,0.367,NA,-0.129,20.274,29.838,2850.2349999999997,510.66999999999996,3.582,3364.487,3361.5489999999995,0.383,NA,-0.032,-37.991,40.58099999999999
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C2>",2190.467,560.7139999999999,765.948,3517.129,1270.3729999999998,1310.4220000000003,NA,534.971,4.718000000000001,396.64500000000004,2154.5710000000004,460.80499999999995,711.9390000000001,3327.315,1221.5310000000002,1241.759,NA,563.188,-0.7649999999999999,301.602,2173.5350000000003,605.502,753.627,3532.664,1340.0449999999998,1263.976,NA,603.037,6.971000000000001,318.635,2321.335,645.83,802.1129999999999,3769.278,1419.594,1369.181,NA,623.513,6.548,350.44,2225.734,763.054,804.907,3793.695,1437.219,1284.7430000000002,NA,672.029,2.1609999999999996,397.54400000000004,2113.402,711.598,756.668,3581.668,1324.735,1179.912,NA,634.4599999999999,6.817,435.744,2194.3109999999997,874.909,816.016,3885.236,1477.7540000000001,1292.773,NA,720.165,3.1120000000000005,391.43399999999997,2326.4139999999998,1144.601,952.897,4423.912,1650.7379999999998,1550.978,NA,785.46,18.843,417.895,2404.141,2449.907,1366.978,6221.026,2540.4280000000003,2072.291,NA,1281.038,0.6310000000000011,326.64099999999996,2451.9179999999997,1149.391,957.6189999999999,4558.928,1694.1739999999995,1697.1129999999998,NA,851.755,10.279000000000002,305.606,2439.6220000000003,2274.678,1299.739,6014.039,2386.78,2260.979,NA,1106.982,8.443999999999999,250.856,2330.06,2497.699,1362.706,6190.465,2583.5650000000005,2434.6189999999997,NA,920.606,-2.649,254.324
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,237869.082,2400.233,4.996,240274.311,96611.885,140496.747,NA,958.651,0.936,2206.093,253173.34,2058.191,5.025,255236.556,98129.464,154278.108,NA,984.835,-2.186,1846.331,253211.627,764.886,4.966,253981.479,99695.057,152108.531,NA,943.531,-0.058,1234.418,263222.064,1008.737,5.109,264235.91,112316.954,149469.318,NA,1033.132,1.32,1415.186,303828.768,1527.155,5.03,305360.953,119899.377,182730.927,NA,1123.644,2.366,1604.637,318393.836,1304.118,4.932,319702.886,120939.429,196370.9,NA,1197.986,1.889,1192.677,326550.371,1208.235,4.867,327763.473,121660.633,203680.076,NA,1274.153,2.359,1146.251,367921.245,1272.343,5.267,369198.855,126033.732,239755.124,NA,1394.603,0.025,2015.368,420144.065,1385.874,5.543,421535.482,139115.808,279355.035,NA,1478.395,1.261,1584.983,455553.755,1368.783,5.829,456928.367,146339.253,308070.434,NA,1307.663,1.009,1210.001,481166.646,2032.917,5.913,483205.476,162513.325,318394.946,NA,1251.345,0.583,1045.279,501574.138,4803.506,6.189,506383.833,164188.157,339875.545,NA,1246.751,1.283,1072.093
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C3>",1736.437,25.207,NA,1761.644,480.394,1281.149,NA,NA,NA,0.101,1573.573,52.449,NA,1626.022,434.097,1191.829,NA,NA,NA,0.095,1652.203,74.713,NA,1726.916,454.78,1271.9560000000001,NA,NA,NA,0.179,1713.456,87.18,NA,1800.636,496.875,1303.598,NA,NA,NA,0.163,1666.1290000000001,74.706,NA,1740.835,481.386,1259.296,NA,NA,NA,0.153,1780.826,62.781,NA,1843.607,519.157,1324.343,NA,NA,NA,0.107,1860.359,67.884,NA,1928.243,538.2940000000001,1389.844,NA,NA,NA,0.105,1985.078,59.209,NA,2044.287,580.304,1463.855,NA,NA,NA,0.128,1984.0860000000002,56.959,NA,2041.045,585.014,1455.954,NA,NA,NA,0.077,2092.86,67.222,NA,2160.082,619.759,1540.243,NA,NA,NA,0.08,2092.413,53.414,NA,2145.827,606.246,1539.006,NA,NA,NA,0.575,2145.001,51.645,NA,2196.646,595.133,1600.978,NA,NA,NA,0.534
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",492.31,NA,NA,492.31,485.201,7.11,NA,NA,NA,NA,468.066,NA,NA,468.066,461.51099999999997,6.554,NA,NA,NA,NA,426.344,NA,NA,426.344,420.56,5.784,NA,NA,NA,NA,437.751,NA,NA,437.751,431.73199999999997,6.019,NA,NA,NA,NA,477.236,NA,NA,477.236,471.104,6.132,NA,NA,NA,NA,483.727,NA,NA,483.727,477.462,6.265,NA,NA,NA,NA,490.882,NA,NA,490.882,484.51,6.373,NA,NA,NA,NA,501.824,NA,NA,501.824,495.366,6.459,NA,NA,NA,NA,536.327,NA,NA,536.327,529.704,6.622,NA,NA,NA,NA,573.092,NA,NA,573.092,566.449,6.642,NA,NA,NA,NA,572.54,NA,NA,572.54,565.8439999999999,6.696,NA,NA,NA,NA,562.3520000000001,NA,NA,562.352,555.5450000000001,6.807,NA,NA,NA,NA
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",3257.4420000000005,NA,4.996,3262.438,2837.584,308.87500000000006,NA,115.044,0.9359999999999999,NA,3185.018,NA,5.025,3190.043,2767.211,294.354,NA,130.662,-2.186,NA,3099.0130000000004,NA,4.966,3103.979,2699.3119999999994,281.663,NA,123.066,-0.057999999999999996,NA,3183.2210000000005,NA,5.109,3188.33,2791.957,277.38100000000003,NA,117.674,1.32,NA,3154.427,NA,5.03,3159.457,2752.529,274.664,NA,129.897,2.366,NA,3218.6749999999997,NA,4.932,3223.607,2813.769,280.29,NA,127.657,1.889,NA,3324.165,NA,4.867,3329.032,2918.208,278.909,NA,129.556,2.359,NA,3195.932,NA,5.267,3201.199,2767.8300000000004,278.538,NA,154.804,0.025,NA,3537.391,NA,5.543,3542.934,3092.0900000000006,285.62600000000003,NA,163.95499999999998,1.261,NA,3680.869,NA,5.829,3686.698,3257.6540000000005,271.265,NA,156.767,1.009,NA,3957.627000000001,NA,5.913,3963.54,3541.1680000000006,265.863,NA,155.926,0.583,NA,3692.252000000001,NA,6.189,3698.441,3296.446,251.257,NA,149.454,1.283,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),223653.197,2363.262,NA,226016.459,86345.39499999999,137465.071,NA,NA,NA,2205.992,239627.23599999998,1993.701,NA,241620.937,88452.769,151321.932,NA,NA,NA,1846.236,239641.00999999998,678.439,NA,240319.449,89958.13199999998,149127.07799999998,NA,NA,NA,1234.239,249127.26700000002,909.807,NA,250037.074,102268.76,146353.291,NA,NA,NA,1415.023,289587.853,1440.501,NA,291028.354,109666.885,179756.98299999998,NA,NA,NA,1604.484,303681.846,1228.651,NA,304910.497,110441.337,193276.589,NA,NA,NA,1192.57,311253.10400000005,1126.537,NA,312379.641,110782.957,200450.53600000002,NA,NA,NA,1146.146,351699.487,1198.826,NA,352898.313,114713.61,236169.46300000002,NA,NA,NA,2015.24,403298.345,1315.1109999999999,NA,404613.456,127230.835,275797.715,NA,NA,NA,1584.906,438636.577,1287.516,NA,439924.093,134315.89500000002,304398.27599999995,NA,NA,NA,1209.921,463770.06100000005,1964.59,NA,465734.651,150032.619,314657.328,NA,NA,NA,1044.704,483961.68799999997,4736.354,NA,488698.042,151736.625,335889.85699999996,NA,NA,NA,1071.559
"Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",8586.009,11.14,NA,8597.149,6377.178999999999,1382.751,NA,837.219,NA,NA,8182.2,11.402,NA,8193.602,5931.078,1414.129,NA,848.395,NA,NA,8254.454000000002,11.11,NA,8265.564,6077.637,1373.25,NA,814.675,NA,NA,8618.052,11.126,NA,8629.178,6242.172,1477.617,NA,909.388,NA,NA,8800.014,11.313,NA,8811.327,6439.718,1384.2730000000001,NA,987.336,NA,NA,9081.664,12.069,NA,9093.733,6597.626,1431.4560000000001,NA,1064.65,NA,NA,9476.867999999999,13.138,NA,9490.006,6847.035,1504.2620000000002,NA,1138.709,NA,NA,10400.729000000001,13.609,NA,10414.338,7392.604,1787.922,NA,1233.811,NA,NA,10653.001,13.13,NA,10666.131,7597.621,1760.312,NA,1308.198,NA,NA,10439.556,13.36,NA,10452.916,7502.505,1805.6,NA,1144.809,NA,NA,10642.066,14.186,NA,10656.252,7688.848,1878.5410000000002,NA,1088.864,NA,NA,11079.039999999999,14.751,NA,11093.791,7922.169999999999,2080.261,NA,1091.359,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,38.42400000000001,NA,NA,38.424,0.792,37.632,NA,NA,NA,NA,37.844,NA,NA,37.844,0.735,37.109,NA,NA,NA,NA,38.288999999999994,NA,NA,38.289,0.742,37.547,NA,NA,NA,NA,40.199999999999996,NA,NA,40.2,0.771,39.428,NA,NA,NA,NA,39.238,NA,NA,39.238,0.805,38.434,NA,NA,NA,NA,40.748000000000005,NA,NA,40.748,0.803,39.944,NA,NA,NA,NA,40.14300000000001,NA,NA,40.143,0.8170000000000001,39.32600000000001,NA,NA,NA,NA,39.793,NA,NA,39.793,0.8480000000000001,38.945,NA,NA,NA,NA,40.331,NA,NA,40.331,0.867,39.466,NA,NA,NA,NA,40.47299999999999,NA,NA,40.473,0.878,39.595,NA,NA,NA,NA,39.477000000000004,NA,NA,39.477,0.895,38.583,NA,NA,NA,NA,37.72,NA,NA,37.72,0.889,36.830999999999996,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,105.26299999999999,0.624,NA,105.887,85.34,14.159,NA,6.388,NA,NA,99.40299999999999,0.639,NA,100.042,82.063,12.201,NA,5.778,NA,NA,100.314,0.624,NA,100.938,83.894,11.253,NA,5.79,NA,NA,102.117,0.624,NA,102.741,84.687,11.984,NA,6.07,NA,NA,103.871,0.635,NA,104.506,86.95,11.145,NA,6.411,NA,NA,106.35000000000001,0.617,NA,106.967,89.275,12.013,NA,5.678999999999999,NA,NA,104.85,0.676,NA,105.526,88.812,10.826,NA,5.888,NA,NA,98.402,0.699,NA,99.101,83.17,9.942,NA,5.9879999999999995,NA,NA,94.58399999999999,0.674,NA,95.258,79.677,9.34,NA,6.242,NA,NA,90.328,0.685,NA,91.013,76.113,8.813,NA,6.087,NA,NA,92.462,0.727,NA,93.189,77.705,8.929,NA,6.555,NA,NA,96.085,0.756,NA,96.841,81.34899999999999,9.554,NA,5.938,NA,NA
Millones de pesos a precios de 2013|Total cultura|Gestión pública en actividades culturales,54534.944,NA,NA,54534.944,923.666,19011.72,32926.015,1673.543,NA,NA,53960.307,NA,NA,53960.307,974.099,19253.593,32062.479,1670.136,NA,NA,55333.341,NA,NA,55333.341,946.273,18807.506,33859.974,1719.588,NA,NA,58652.723,NA,NA,58652.723,1016.671,19824.383,36051.855,1759.813,NA,NA,59005.378,NA,NA,59005.378,1054.513,20005.533,36156.85,1788.482,NA,NA,55663.152,NA,NA,55663.152,1023.869,19891.848,33050.844,1696.59,NA,NA,54319.299,NA,NA,54319.299,1077.727,20027.815,31043.466,2170.292,NA,NA,57459.035,NA,NA,57459.035,1143.572,20329.517,34616.367,1369.579,NA,NA,59163.507,NA,NA,59163.507,1219.845,20685.964,35947.489,1310.209,NA,NA,57511.478,NA,NA,57511.478,1240.205,21221.233,34047.893,1002.147,NA,NA,60348.704,NA,NA,60348.704,1268.393,21655.794,36053.095,1371.422,NA,NA,55914.245,NA,NA,55914.245,1195.846,21736.728,32297.406,684.266,NA,NA
Millones de pesos a precios de 2013|Total cultura|Gestión pública en actividades culturales|Administración federal,35528.316999999995,NA,NA,35528.317,360.648,7423.187,26685.540301564008,1058.942,NA,NA,34878.094,NA,NA,34878.094,380.639,7523.535,25917.13377513327,1056.786,NA,NA,36199.722,NA,NA,36199.722,368.365,7321.3730000000005,27421.906657120147,1088.077,NA,NA,38565.685000000005,NA,NA,38565.685,397.688,7754.637,29299.830352081186,1113.53,NA,NA,38721.438,NA,NA,38721.438,412.433,7824.410000000001,29352.925388914882,1131.67,NA,NA,35908.024000000005,NA,NA,35908.024,399.549,7762.487,26672.46241600802,1073.525,NA,NA,33192.697,NA,NA,33192.697,421.069,7824.892999999999,23729.655537851642,1217.08,NA,NA,35442.407,NA,NA,35442.407,447.945,7963.215,26378.38729896717,652.86,NA,NA,36896.934,NA,NA,36896.934,477.78,8102.126000000001,27723.428703965255,593.599,NA,NA,35677.043,NA,NA,35677.043,486.551,8325.406,26355.148011033532,509.938,NA,NA,38233.481,NA,NA,38233.481,498.562,8512.156,28381.171552217427,841.591,NA,NA,33889.343,NA,NA,33889.343,470.366,8549.779,24703.539148410073,165.659,NA,NA
Millones de pesos a precios de 2013|Total cultura|Gestión pública en actividades culturales|Administración estatal,19006.627,NA,NA,19006.627,563.018,11588.533,6240.4747073521075,614.601,NA,NA,19082.213,NA,NA,19082.213,593.46,11730.058,6145.345175975418,613.35,NA,NA,19133.619,NA,NA,19133.619,577.908,11486.133,6438.067537462466,631.511,NA,NA,20087.038,NA,NA,20087.038,618.983,12069.746,6752.025102050963,646.283,NA,NA,20283.94,NA,NA,20283.94,642.08,12181.123,6803.924362772439,656.812,NA,NA,19755.128,NA,NA,19755.128,624.32,12129.361,6378.381637622917,623.065,NA,NA,21126.602,NA,NA,21126.602,656.658,12202.922,7313.810447264075,953.212,NA,NA,22016.628,NA,NA,22016.628,695.627,12366.302,8237.979505791216,716.719,NA,NA,22266.573,NA,NA,22266.573,742.065,12583.838,8224.059962414389,716.61,NA,NA,21834.434999999998,NA,NA,21834.435,753.654,12895.827,7692.745401056111,492.209,NA,NA,22115.222999999998,NA,NA,22115.223,769.831,13143.637999999999,7671.923047665725,529.831,NA,NA,22024.902000000002,NA,NA,22024.902,725.48,13186.949,7593.8663906950715,518.607,NA,NA
Millones de pesos a precios de 2013|Total cultura|Asociaciones y organizaciones civiles,369.203,NA,NA,369.203,NA,369.203,NA,NA,NA,NA,375.852,NA,NA,375.852,NA,375.852,NA,NA,NA,NA,360.354,NA,NA,360.354,NA,360.354,NA,NA,NA,NA,359.625,NA,NA,359.625,NA,359.625,NA,NA,NA,NA,385.106,NA,NA,385.106,NA,385.106,NA,NA,NA,NA,370.351,NA,NA,370.351,NA,370.351,NA,NA,NA,NA,374.064,NA,NA,374.064,NA,374.064,NA,NA,NA,NA,359.641,NA,NA,359.641,NA,359.641,NA,NA,NA,NA,339.666,NA,NA,339.666,NA,339.666,NA,NA,NA,NA,336.718,NA,NA,336.718,NA,336.718,NA,NA,NA,NA,528.875,NA,NA,528.875,NA,528.875,NA,NA,NA,NA,526.667,NA,NA,526.667,NA,526.667,NA,NA,NA,NA
Millones de pesos a precios de 2013|Total cultura|Producción cultural de los hogares,95916.44,NA,NA,95916.44,NA,95916.44,NA,NA,NA,NA,88535.249,NA,NA,88535.249,NA,88535.249,NA,NA,NA,NA,93117.162,NA,NA,93117.162,NA,93117.162,NA,NA,NA,NA,97809.524,NA,NA,97809.524,NA,97809.524,NA,NA,NA,NA,100025.066,NA,NA,100025.066,NA,100025.066,NA,NA,NA,NA,100466.317,NA,NA,100466.317,NA,100466.317,NA,NA,NA,NA,100582.37,NA,NA,100582.37,NA,100582.37,NA,NA,NA,NA,103438.557,NA,NA,103438.557,NA,103438.557,NA,NA,NA,NA,108719.403,NA,NA,108719.403,NA,108719.403,NA,NA,NA,NA,111881.192,NA,NA,111881.192,NA,111881.192,NA,NA,NA,NA,117669.322,NA,NA,117669.322,NA,117669.322,NA,NA,NA,NA,116753.115,NA,NA,116753.115,NA,116753.115,NA,NA,NA,NA
